timestamp,tweet_text
2020-05-27 18:29:03+00:00,"RT @Columbia_Biz: Tomorrow at 12:30p ET: Watch @BethFordLOL '95 (@LandOLakesInc), and @CEOEcolab Doug Baker (@Ecolab) discuss the importanc…"
2020-05-26 18:10:47+00:00,RT @LandOLakesInc: PSA: We all play a role to break down stigma around mental health issues &amp; connecting others to resources that help save…
2020-05-24 12:46:59+00:00,RT @shashib: Wednesday May 27th great to see @BethFordLOL will be on @washingtonpost Live https://t.co/EM3Hgm5DRo
2020-05-18 15:37:18+00:00,"RT @TeresaDentino: “It’s not even an obstacle. It just has to be the priority. It has to be almost a right, like mail delivery, like electr…"
2020-05-10 17:40:00+00:00,"RT @tbrunelle: There aren’t obstacles to implementing rural broadband. Not if we decide it’s a priority. Well said, @BethFordLOL"
2020-05-08 16:45:40+00:00,"RT @LandOLakesInc: ""The hotspots allow students to finish homework and sick people to connect with medical facilities in a time of crisis.…"
2020-05-07 17:53:57+00:00,"RT @Columbia_Biz: .@LandOLakesInc CEO @BethFordLOL ’95 weighs in on the issues facing farmers right now: ""This is about trying to make sure…"
2020-05-06 17:16:26+00:00,"RT @LandOLakesInc: ""Our efforts now are only a short-term solution for a much bigger problem that people in our rural communities face, eve…"
2020-04-29 18:22:00+00:00,@PurdueAgDean @PurdueAg @PurdueAgEcon @LifeAtPurdue Well-deserved award!  Dane is an exceptional leader💪💪
2020-04-27 14:01:17+00:00,"More than 19M rural Americans lack high speed internet. In a #COVID19 era, that brings challenges accessing telehealth, distance learning + more.
 
These communities are essential to our safe food supply. Our co-ops + facilities are meeting the challenge: https://t.co/3p22BObe12"
2020-04-22 20:52:03+00:00,"RT @TruterraLLC: In honor of #EarthDay50 today, check out @PEOPLE’s #EarthDay📷 special issue featuring @LandOLakesInc CEO @BethFordLOL, on…"
2020-04-06 19:06:30+00:00,"Thank you Cyclone family, for recognizing the critical work our farmers do every day, and the importance of rural communities in the fabric of our country. https://t.co/blDHcGjh3a"
2020-03-31 20:05:35+00:00,"Here's my talk with @wccoradio's Dave Lee, touching on the strength of the food supply, the resilience of our farmers and the need for broadband in rural America 👉 https://t.co/9L97vtFM2L"
2020-03-31 20:05:11+00:00,Here’s @profarmer highlighting the call for additional support in the ag sector 👉 https://t.co/DdvNZQH1g6
2020-03-31 20:04:31+00:00,"Telling the story as our farmers, member-owners and employees are delivering for the country. Plentiful food and its domino effect on healthcare, education and security have never been more essential.

@FoxBusiness 👉 https://t.co/3RfogyTTjO https://t.co/vFjm9fXNQ1"
2020-03-26 19:46:21+00:00,"With consumer concern around our new normal, there will be distribution challenges. @LandOLakesInc and other food companies are working together with supply chain partners and retailers to meet the demand."
2020-03-26 19:38:52+00:00,"Thank you @PoppyHarlowCNN for the conversation. Our food supply system is strong -- starting at the farm level.

https://t.co/pGyRXmpkSW https://t.co/8dA4FKIJae"
2020-03-26 18:19:40+00:00,RT @PoppyHarlowCNN: I know so many of you are alarmed when you go to the grocery store and you see empty shelves...but there **IS** enough…
2020-03-19 15:02:44+00:00,"Thanks @CNN and @PoppyHarlowCNN for talking about farming in this challenging time. 

The food supply is strong, farmers are hard at work and we are coordinating across the supply chain to keep stores stocked. https://t.co/pCrNj4wyn7"
2020-03-18 18:50:11+00:00,"@MrCowCouple @nmpf Hi Matthew.  We aren’t asking producers to dump milk and all processing is working well.  By the way, go Cyclones!"
2020-03-18 15:53:25+00:00,"This is an important reminder every day, but especially right now. Thank you to the farmers, those involved in food production, and all supply chain partners for providing the nutrition we need during this disrupted time. https://t.co/h4xphPMBdE"
2020-03-14 12:16:06+00:00,@jtiltonflood @AgNews_Otto @UMaine Congrats!!!
2020-03-08 21:10:25+00:00,RT @LandOLakesInc: What we're watching — @TODAYshow 's piece on the growing number of women farmers 👀👇👇
2020-03-08 17:23:56+00:00,RT @LandOLakesInc: Keep defying stereotypes — in every field. #IWD2020 #EachforEqual https://t.co/hxpmJmnCHi
2020-03-06 22:03:01+00:00,@mattcars1 @LandOLakesInc @TruterraLLC Thanks for your terrific leadership Matt.  Wishing you the best in your new gig.  Always part of the LOL team!
2020-03-06 15:19:22+00:00,"#FridayFact According to @USAToday, Midwest rural counties have fewer mental-health professionals per person than suburban/metro cities. This, coupled with the pressure farmers are feeling, is an issue we must address head-on. More in our latest podcast: https://t.co/hMwlET3M8n"
2020-03-04 20:38:43+00:00,"RT @nmpf: From the farm to the boardroom, women in #dairy continue to lead the way for a brighter future. 

Happy #WomensHistoryMonth! http…"
2020-02-28 17:22:15+00:00,RT @LandOLakesInc: Introducing a fresh packaging update from our almost-century-old co-op 👀👇 https://t.co/zwgSsOZwq4
2020-02-26 21:25:32+00:00,RT @LandOLakesInc: 💯
2020-02-21 20:04:14+00:00,"Rural student enrollment in AP Computer Science increased by 117% for '19, compared to '16-17, says @EducationDive. These classes help rural students but getting online for homework is a challenge w/ 18% of rural students lacking broadband access at home.
https://t.co/6QUAZ0rR3X"
2020-02-20 22:41:50+00:00,"RT @LandOLakesInc: Pardon the photo quality, we just get excited when @TeddyBekele busts out the maps. 

He’s at @USDA #AgOutlook highlight…"
2020-02-18 16:05:13+00:00,True enabler to assist growers in identifying improvement in sustainable production on their farms while also improving profitability! https://t.co/gPS1tcFaJc
2020-02-14 20:16:04+00:00,RT @commutequeen: @BethFordLOL @federalreserve Please continue to be that voice for rural communities and family-owned farms. Great intervi…
2020-02-14 16:54:30+00:00,Look forward to the conversation! https://t.co/W6NssCmdCC
2020-02-14 16:36:18+00:00,"#RuralRealities From 2012-2017, ~40% of rural counties saw a net loss of branch banks, per a @FederalReserve report. Loss of financial services threatens families’, businesses’ and communities’ stability + long-term opportunity. More from @TheDailyYonder: https://t.co/A8O9oscxKh"
2020-02-13 03:16:37+00:00,"RT @keriljacobs: Please put on your TO DO list: download the TestIT app, go to your farm, community or place of business, and test your bro…"
2020-02-13 00:30:18+00:00,RT @EconomicClubMN: Check out our podcast from our luncheon with @BethFordLOL! @LandOLakesInc  https://t.co/2NppykA6hS https://t.co/xucVB1Z…
2020-02-10 16:36:27+00:00,"RT @NadhanEG: Many consumers did not realize that @LandOLakesInc is a farmer-owned cooperative. “It’s not that we hid it,” says @BethFordLO…"
2020-02-07 18:59:12+00:00,"RT @MattSwenson: A great presentation Wednesday hosted by @EconomicClubMN. 

Many thanks to @LandOLakesInc's @BethFordLOL for your insightf…"
2020-02-07 01:24:23+00:00,It all starts on the farm! https://t.co/8STppGqQxh
2020-02-05 23:04:18+00:00,"Thanks for the invitation to share some thoughts!  Terrific questions, impressive convening. Much appreciated! https://t.co/T62fpl3jQQ"
2020-01-31 20:42:00+00:00,"RT @MollyToot5: This afternoon at the @frontier_coop #UltimateAcre event in Omaha, NE keynote speaker @LandOLakesInc CEO @BethFordLOL talks…"
2020-01-31 16:43:57+00:00,"#FridayFact: Nearly 20 rural hospitals closed in 2019, more than any year in the past decade. @NPR and @KHNews share how the community of Fort Scott, Kansas is coping with a closure. #RuralRealities https://t.co/S3RJKq2VgW"
2020-01-30 20:43:38+00:00,RT @upfrontvc: “Farmers are the original environmentalists. We are investing in technology and partnering with companies to market biogas t…
2020-01-30 20:13:09+00:00,"Stepped onto a different kind of field today to talk #ag, #sustainability and rural connectivity. #UpfrontSummit https://t.co/1MUB141fbP"
2020-01-30 18:21:54+00:00,"Ready to suit up and take the field at the Rose Bowl after @chelseahandler at #upfrontsummit 

Watch here 👉 https://t.co/XL67Ro0BUg https://t.co/Br5ofKM49F"
2020-01-29 23:21:21+00:00,Look forward to the conversation! https://t.co/66X53MPEEK
2020-01-29 17:20:05+00:00,We continue to advocate for market certainty and stability for our members. This agreement is a significant step to achieving it and we thank all the Administration and Congressional leaders that worked hard in moving this deal forward. #USMCA
2020-01-24 16:01:36+00:00,"#FridayFact: Only about 1/3 of California’s rural households have Internet, compared to 78% in urban areas, according to an @EdSource analysis. @NewsHour explores how lack of affordable internet contributes to a homework gap for students in Tulare county. https://t.co/wHEc7KDhHM"
2020-01-23 17:45:35+00:00,RT @LizSchrayer: Great to be home in the Midwest today🥶 -- honor to host @RepDeanPhillips in his home district with some of my favorite Min…
2020-01-17 14:37:31+00:00,"In Utah, an online skills class helps rural residents find rewarding work they can do from home. In just a year, 754 people have completed the program, 73% of whom are women. Evidence that closing the digital divide is worth our investment. #RuralRealities https://t.co/VDDRK0qSMM"
2020-01-16 17:23:10+00:00,Encouraged to hear the Senate just approved #USMCA and it’s moving on to the President. Thank you to all who have worked to get this critically important agreement to this point.
2020-01-15 18:02:58+00:00,"This gap reduces opportunity as well as the competitiveness of our young people.  Given the dramatic acceleration of innovation tied to technology, we must move with speed to close this gap. This should be the first priority of an infrastructure investment. https://t.co/XL8TXe30x6"
2020-01-12 23:50:45+00:00,"RT @Lenny_Mendonca: “Today, 24 million Americans, 80% of them in rural areas, do not have access to high-speed Internet—the greatest enable…"
2020-01-11 17:02:21+00:00,"Thanks Nick. While I made these comments at the Fed meeting in Minneapolis, this challenge is present coast to coast.  Every state has rural areas that require investment and access to opportunity. Shared destiny. We all own this. https://t.co/iDWTGJwRML"
2020-01-11 16:44:25+00:00,"RT @GustafsonNick: If you live in the Midwest, this article covering @BethFordLOL comments at the Federal Reserve Bank of Minneapolis’ annu…"
2020-01-10 15:07:49+00:00,https://t.co/GUT2dv3ulQ
2020-01-10 15:05:58+00:00,"Was a pleasure to speak at @MinneapolisFed yesterday on this- and other-important topics:
https://t.co/S5JQW6H8tT"
2020-01-10 15:04:53+00:00,"The lack of broadband in rural America is simply unacceptable. It’s not that we aren’t trying, it’s just that we’re not doing enough. https://t.co/0aSm27ykEP"
2020-01-10 15:03:27+00:00,RT @MinneapolisFed: We thoroughly enjoyed and appreciated having @LandOLakesInc CEO @BethFordLOL at the #MinneapolisFed yesterday as the ke…
2020-01-10 13:59:13+00:00,Cities are growing as rural communities disappear. Who’s going to feed America? More #RuralRealities from @USDA_ERS and @PostBulletin #FridayFact https://t.co/MRprYqQe2m
2020-01-09 19:57:09+00:00,"Thanks for the opportunity to share some thoughts about the Ag sector...and needs/opportunities in rural America. We appreciate your leadership, Neel. https://t.co/O0YCeKDSrJ"
2020-01-09 19:56:04+00:00,RT @adambelz: Land O'Lakes CEO Beth Ford gave a substantive speech at the @MinneapolisFed this morning and I turned it into a list. https:/…
2020-01-09 16:13:00+00:00,RT @HellerHurwicz: Challenges and trends making “rural America as the new inner city.” 1 in 4 children in rural America live in poverty. Ho…
2020-01-07 17:08:24+00:00,Look forward to the conversation! https://t.co/b1fQmijG5K
2020-01-07 15:12:31+00:00,"RT @CoBank: Thank you @BethFordLOL for speaking with our Associate Resource Groups today! Your insight on leadership, career development an…"
2019-12-31 17:53:36+00:00,Can’t wait for 2020! https://t.co/eLOorD7gNI
2019-12-30 18:20:30+00:00,"RT @nmpf: Milk prices ended 2019 at their highest in five years. And while 2020 may see those gains cool off a bit, they should stay high e…"
2019-12-30 18:12:41+00:00,RT @LandOLakesInc: New Year Resolution? Recycle more. Check out this up-cycling story out of Purina:   https://t.co/B162sYDDDQ
2019-12-28 12:49:15+00:00,"RT @Columbia_Biz: .@BethFordLOL ’95, CEO of @LandOLakesInc, is the first openly gay woman CEO of a Fortune 500 company – and she’s using he…"
2019-12-24 19:30:46+00:00,"RT @LizFedor: Earlier this year, I did a profile on @BethFordLOL and her work leading @LandOLakesInc. Here's the link: https://t.co/wFy96FJ…"
2019-12-24 19:30:20+00:00,"RT @MinneapolisFed: We are excited to welcome @BethFordLOL, CEO of @LandOLakesInc, as the keynote speaker at the #MinneapolisFed‘s Regional…"
2019-12-23 16:35:50+00:00,RT @LandOLakesInc: Find 6 minutes to watch this @cheddar interview with @BethFordLOL 👇 https://t.co/sag7lnNbYm
2019-12-22 17:49:25+00:00,"RT @LandOLakesInc: Our CEO @BethFordLOL on the digital divide: 

""To ensure prosperity a decade from now, we need connection. Literal conne…"
2019-12-21 19:31:36+00:00,"RT @LandOLakesInc: ""Modern agriculture relies on cutting-edge #agtech &amp; precision farming tools to boost production, address climate concer…"
2019-12-20 15:41:52+00:00,"Not to be missed, Congress passed legislation this week to advance rural broadband, including mapping bills and funding bills. Thanks to the members championing those efforts. Federal government efforts are a huge part of the solution to connecting America.https://t.co/iHNFJtcYqK"
2019-12-19 21:03:19+00:00,"In the coming decade, we will either connect and invest in rural America or risk losing it. https://t.co/Z42RFOdHxX"
2019-12-19 18:55:46+00:00,That’s right Jenni. We need to move with urgency to create the future where all Americans have the same opportunities.  Rural communities need and deserve investment. https://t.co/ZzsMVqMQor
2019-12-19 18:12:14+00:00,Division is all around and farmers – the backbone of our rural communities – are the ones most impacted. We must work harder to ensure connectivity for all Americans in the next decade and beyond. Thanks @FortuneMagazine for helping us highlight this critical issue. https://t.co/Z42RFOdHxX
2019-12-18 20:20:37+00:00,Enjoyed helping some of our youngest LOL-ers @LandOLakesInc get their reindeer feed to set out for Santa’s helpers next week! https://t.co/hTm4SM8Nrx
2019-12-17 22:54:35+00:00,"Wow...Now that’s impressive.  Happy to recruit them early so make sure I get some names, please.  I want an intro! https://t.co/W95AwOWOx2"
2019-12-13 22:10:56+00:00,"RT @westgov: According to @LandOLakesInc CEO @BethFordLOL, 19 million out of 24 million Americans without high speed internet live in rural…"
2019-12-13 22:10:47+00:00,"Connection matters. It’s our shared destiny. 

#westgov19"
2019-12-13 22:05:46+00:00,"We are a farmer-owned cooperative supporting those who must be successful. If our farmers and co-ops don’t do well, the communities they live in don’t do well.

#WestGov19 https://t.co/yiy4wudATK"
2019-12-13 20:15:31+00:00,"Thanks, @govkristinoem, for your work in bringing broadband to rural areas &amp; congrats on announcing that 100% of K-12 school districts in SD now have access to high-speed internet. Let’s use that momentum to ensure that all rural residents have access. https://t.co/BXlY8g7L1F"
2019-12-13 18:45:24+00:00,Great meeting with @DougBurgum before kicking off the @westgov Winter Meeting. Vibrant rural communities are vital to the entire country and I look forward to today’s conversations. https://t.co/qLgoZwYuzf
2019-12-12 22:11:38+00:00,RT @tbrunelle: You 🧈 believe this: 20 tons of @LandOLakesInc 🧈 just drove itself (themself?) across the US without a driver. #autonomousdri…
2019-12-10 20:46:56+00:00,"RT @LandOLakesInc: #USMCA is a landmark trade deal that will benefit U.S. farmers, rural businesses and communities at a critical time.

#U…"
2019-12-10 20:46:34+00:00,"RT @LandOLakesInc: Our very own Chief Technology Officer @Teddy Bekele was recently named chair of the @FCC #PrecisionAg task force.

Liste…"
2019-12-06 15:39:44+00:00,"@jtiltonflood Exactly.  This isn’t about downloading movies.  This is about education, healthcare, access to services, etc.  We must push for investment to address this technology gap."
2019-12-06 15:16:44+00:00,What would happen if your health depended on an internet connection that neither you nor your doctor have? @EliSaslow highlights these #RuralRealities #FridayFact https://t.co/6DiGKIuggT
2019-12-02 00:16:43+00:00,"We need to pay attention and drive change. We’re focused on that at LOL. Thank you for taking the time to help others, Michele and family. It matters. https://t.co/2f0ZymbIab"
2019-11-28 21:48:24+00:00,@toddsears Congratulations!!!
2019-11-24 15:45:35+00:00,"RT @drsplace: IMO, there’s no single cause/person/organization, etc. to blame for this - it’s been a systematic change over time. But, it’s…"
2019-11-24 15:44:42+00:00,"RT @NYFarmer: When your farm was once beautiful, when you can't affod to buy groceries and you worry about heating the house this winter, w…"
2019-11-22 16:24:25+00:00,"The homework gap affects more than 12M students, with the biggest hurdle being broadband access &amp; affordability. @usedgov says 18% of 5-to-17 year olds in “remote rural” districts have no internet at home, compared to 13% in cities and 7% in suburbs. #RuralRealities https://t.co/GdQSXtkVaT"
2019-11-15 15:41:46+00:00,"Rural residents face many healthcare-related challenges. This graphic highlights a few, including that there are just 13 physicians per 100K people in rural areas, compared to 33 in urban areas. cc: @NIHCMfoundation &amp; @Forbes #RuralRealities   https://t.co/fcmrK4lwWR https://t.co/l1nKHuv2uf"
2019-11-13 16:06:05+00:00,"@NMMilkMaid @60Minutes @LandOLakesInc Thank you for the work you do every day!  Women make up 1/3 of farmers around the world and have been leaders in #agriculture from the beginning.  This work translates into healthy products for consumers, investment in their families and reinvestment in their communities."
2019-11-09 20:11:44+00:00,RT @GrowingReturns: Ag tech will be key to building on-farm resilience in the face of climate change says @BethFordLOL via @60minutes https…
2019-11-08 18:37:13+00:00,"Nearly 45% of the 2017 deaths from heart disease in rural areas were deemed “potentially preventable,” compared to 18.5% in one of the urban classifications. Healthcare should not be location-dependent. #RuralRealities 

https://t.co/8z8BnaYwLp"
2019-11-08 16:53:21+00:00,RT @LandOLakesInc: Speed + visibility helps us tackle variability. @Forbes speaks to our Chief Supply Chain Officer Yone Dewberry about the…
2019-11-05 16:45:13+00:00,"Nearly 1 in 4 children in rural America grows up in poverty, endangering their health, education and opportunities.  We must invest in these communities, with a priority on access to technology.  Of the 24 million Americans that lack broadband, 19 million are in rural communities https://t.co/BzAJ7iY449"
2019-11-04 18:22:59+00:00,"RT @SavetheChildren: Nearly 1 in 4 children in rural America grows up in poverty, endangering their health, education, opportunities and ch…"
2019-11-01 13:20:03+00:00,"Rural Americans face “maternity deserts,” where obstetric services are few and far between. In Iowa, Wayne County Hospital provides the only labor &amp; delivery unit for an 8-county area. An inspiring story on how two retiring doctors stepped in to help: https://t.co/ECnoL5KqFq"
2019-10-31 14:09:41+00:00,"Nearly 100 years ago Land O’Lakes sold the first butter stick. It’s about time we had a butter emoji! 🧈🧈🧈
https://t.co/pVuNl8AJdc"
2019-10-30 20:01:01+00:00,"Nearly 60 percent of rural adults say high-speed internet access is a major problem. In this episode of Something Greater, we explore what @LandOLakesInc is doing to bridge this connectivity divide and why it’s so important to our shared future: https://t.co/iHNFJtcYqK"
2019-10-30 01:00:30+00:00,"RT @NadhanEG: #Throwback to nearly 100 years ago when @LandOLakesInc sold the first butter stick. And finally, there's a butter emoji :: Cl…"
2019-10-29 17:29:41+00:00,"RT @LandOLakesInc: The facts:

👉@Coach_Fleck gives impassioned pitch to @CollegeGameDay

👉The #butteremoji is released

👉We have a *huge* b…"
2019-10-29 12:51:56+00:00,Exactly.  24 million Americans lack #broadband(19 million are in rural communities).  We need an initiative similar to the 1930s rural electric push....and need to move with speed. https://t.co/jtJXEU87zN
2019-10-26 17:44:06+00:00,RT @ShannonHauf: We must help rural communities in ways we have not done in the past.  #farmers #Opportunities #FarmStateofMind https://t.c…
2019-10-25 17:19:29+00:00,"RT @Mace4Soy: Thanks for amplifying this study, @BethFordLOL. Quality connectivity in rural areas is no longer a luxury, it is the entry po…"
2019-10-25 14:56:04+00:00,A study from @UnitedSoy found that 60% of U.S. farmers say they lack sufficient connectivity to run their businesses. #ruralbroadband access is crucial for #agtech and for farmers’ bottom line. Read more on the study from @FencePostNews #RuralRealities https://t.co/sYeV0Pl2NK
2019-10-25 01:26:47+00:00,@RepCindyAxne Thank you for supporting passage of USMCA.  Your leadership is appreciated!
2019-10-23 14:50:10+00:00,"RT @AngelaTruterra: As one who was rurally-raised, I am proud of the focus that ⁦@BethFordLOL⁩ is bringing to the challenges to our farmers…"
2019-10-22 19:13:41+00:00,Thank you @RoKhanna for the discussion. We look forward to partnering to help rural America. https://t.co/lWITDNliuB
2019-10-22 18:48:25+00:00,RT @tarawlevy: “Rural America is the new ‘inner cities’” @BethFordLOL makes a very compelling case for the shared destiny with coastal citi…
2019-10-19 14:39:02+00:00,@karaswisher always shows such great intellectual curiosity! #agtech is cool. #sustainable food production. Facial recognition and fit bits for cows. Satellites. Fun with #farming! https://t.co/HqLLJBfX2G
2019-10-18 13:47:10+00:00,"Over the past year, rural job growth was less than half the nationwide rate. More than 60% of new jobs were in metro areas, compared to 8% in rural areas, highlighting again the need for broadband &amp; tech, which are fundamental for jobs today. #FridayFact https://t.co/nixOzJenaO"
2019-10-15 10:45:34+00:00,"RT @NMMilkMaid: #Ruralwomen make up 1/4 of the world’s population and they 
grow much of our food, strengthen our economies, and build 
#cl…"
2019-10-12 16:37:46+00:00,"RT @LandOLakesInc: Thank you, farmers.

#NationalFarmersDay https://t.co/Vy6ejQLJYA"
2019-10-12 14:59:57+00:00,"RT @LandOLakesInc: Rise and shine on this #NationalFarmersDay! 

Experience a day in the life of a modern farmer here: https://t.co/bMHmflx…"
2019-10-11 13:44:40+00:00,"Homelessness is often thought of as an urban problem, but 1-in-3 rural Americans report homelessness is an issue in their communities. This is further compounded by the opioid epidemic, which is hitting rural areas especially hard. #RuralRealities https://t.co/MNpjjUJW8E"
2019-10-11 00:06:42+00:00,"@bcbroadband @sbloomfield15 @LandOLakesInc Our CTO, Teddy Bekele, was just named as chair of the governor’s task force on broadband.  Look forward to engaging to address this issue!"
2019-10-10 23:34:57+00:00,@sbloomfield15 @LandOLakesInc Really appreciated not only your time but the clarity you provided regarding strategies your team and you are leveraging to drive results. Impressive!  Thank you for your leadership.
2019-10-09 01:57:53+00:00,@guertin @Wikipedia @60Minutes @LandOLakesInc @psulibs Well thanks for that!
2019-10-07 17:12:39+00:00,RT @LandOLakesInc: Innovation + tech? That's our advantage. https://t.co/vSesdGKIVr
2019-10-07 13:22:46+00:00,"RT @LandOLakesInc: We believe in #farmers. We believe in #ag.

https://t.co/xJHdcfOt0F"
2019-10-07 12:01:26+00:00,RT @ScottKash88: @IAmMaggieRose @60Minutes @BethFordLOL @LandOLakesKtchn @LandOLakesInc That’s such a great video with @IAmMaggieRose and @…
2019-10-07 01:38:49+00:00,"Thank you @60Minutes and @LesleyStahl for telling the story of the great American farmer and Land O’Lakes. You captured their resiliency, creativity and intelligence perfectly. https://t.co/jDbGvaWRXk"
2019-10-07 01:36:28+00:00,"RT @MattSwenson: A must-watch @60Minutes interview with @LandOLakesInc CEO @BethFordLOL about modern American farming, challenges facing ag…"
2019-10-06 16:28:53+00:00,RT @IAmMaggieRose: Tonight on 60 Minutes. One of my all-time favorite shows has always been @60Minutes so I’m delighted to be woven into it…
2019-10-06 16:28:47+00:00,@IAmMaggieRose @60Minutes @LandOLakesKtchn @LandOLakesInc We loved your creativity in telling the story of female farmers!  Terrific tune from a star.  Thanks Maggie
2019-10-05 21:43:48+00:00,@NYFarmer @nmpf @LandOLakesInc @60Minutes Truly beautiful.
2019-10-05 21:41:12+00:00,"@NYFarmer @nmpf @LandOLakesInc @60Minutes Agree. Small and large, tech and not. Growers, producers, families. Lesley and her team took great care to represent agriculture and our members well to communicate with the 98+% not involved in food production."
2019-10-04 19:34:08+00:00,RT @nmpf: Hear from @LandOLakesInc dairy farmers and CEO @BethFordLOL on @60Minutes this Sunday! https://t.co/1NtMIyEAer
2019-10-04 18:36:51+00:00,"Technology is the driving force in most business sectors and it’s becoming just as crucial in ag. Looking forward to sharing our tech tools, our resilient farmer/members and the @LandOLakesInc story on Sunday night. Appreciate the opportunity @LesleyRStahl &amp; @60Minutes. https://t.co/ValpR9fDr4"
2019-10-04 13:47:44+00:00,"Nearly 800K PA residents (mainly rural) are w/o broadband access, and the state lost 5.6% of its dairy farms last year. As ag increasingly leverages tech, this gap becomes more pronounced &amp; reduces opportunity for producers to innovate. #RuralRealities https://t.co/9i0UikI4Ca"
2019-09-27 16:29:47+00:00,"A new @amprog analysis finds that from 2013-2017, rural hospitals closed at nearly double the rate of the previous five years. Plus a 40K doctor shortage. It’s crucial our rural population has access to healthcare, but these are the current #RuralRealities https://t.co/FcGESQizuW"
2019-09-27 14:44:57+00:00,"RT @LandOLakesInc: Is @WinFieldUnited's ownership model one of the industry's best kept secrets? 

👇👀👇 https://t.co/LamFr0fGeF"
2019-09-26 12:42:10+00:00,"RT @jtiltonflood: 2/3 of the world’s 600 million low-income livestock producers arewomen...when women control income, 90% is invested back…"
2019-09-25 23:23:55+00:00,Closed the day in Madison w/ @widatcp Sec. Brad Pfaff and @WEDCNews Sec.-designate Melissa Hughes. Continued focus on #ruralbroadband and #sustainability. We look forward to continuing to work w/ @GovEvers and with them to advance WI agriculture &amp; grow rural communities. https://t.co/xs2em7sy0M
2019-09-25 20:14:21+00:00,"Met this morning with Wisconsin Assembly @SpeakerVos to discuss how farmers are safeguarding the air, land and water with new solutions and partnerships. We also focused on the critical need for #ruralbroadband. Thank you for taking time to discuss Land O’Lakes and agriculture. https://t.co/QlH2l6ZRid"
2019-09-25 20:10:23+00:00,"Thanks to @SenShilling for a good meeting on key issues, including farmers’ leadership on #sustainability &amp; the need for #ruralbroadband to support innovation. Land O’Lakes’ Hillsboro plant is located in Sen. Shilling’s district and we appreciate her partnership and leadership! https://t.co/U8xabnxP65"
2019-09-24 21:04:16+00:00,"@jtiltonflood @LandOLakesInc @FortuneMagazine Thanks Jenni...I appreciate your comment, and your ongoing voice and leadership."
2019-09-24 12:30:23+00:00,"RT @FortuneMagazine: In the past year, CEO @BethFordLOL has been promoted to the top job at @LandOLakesInc and revenues have increased near…"
2019-09-20 15:07:41+00:00,"#FridayFact from @UN_Women: Rural women are core to food security of their communities -- 1/3 of women’s employment globally is in agriculture. By empowering women &amp; ensuring they have access to equitable resources here &amp; abroad, we can help #EndHunger
https://t.co/ejhyZexLNP"
2019-09-19 21:02:57+00:00,"Thank you for your leadership, Senator Moran. Your voice is key in highlighting and addressing challenges in rural communities. https://t.co/fha66gQVSx"
2019-09-16 19:55:13+00:00,"RT @LandOLakesV37: It's @FeedtheFuture week! All this week, we're celebrating female leaders, like @BethFordLOL CEO of @LandOLakesInc, who…"
2019-09-13 22:12:51+00:00,@elschmitt3g @isu_cwib @IowaStateU @ISU_CoB Looking great!
2019-09-13 15:13:04+00:00,"RT @PurdueAg: Join us on Sept. 17 for ""A Conversation with @BethFordLOL"" in Fowler Hall at 9 a.m. The president and CEO of @LandOLakesInc w…"
2019-09-13 14:31:03+00:00,#FridayFact Did you know that just two years ago children living in rural areas had lower rates of poverty (18.9% compared with 22.3% of urban children) yet more of them were uninsured (7.3% compared with 6.3%)? #RuralRealities https://t.co/xbGQpyD8CU
2019-09-13 02:20:47+00:00,"RT @SUSTAIN_ag: “@LandOLakesInc knows stewardship starts at the farm gate, with the farmer.” -@BethFordLOL on our landmark effort with @tat…"
2019-09-12 19:33:52+00:00,"RT @ISU_CoB: We are excited to share a message from @BethFordLOL ('86 management), president &amp; CEO of @LandOLakesInc! https://t.co/tQZOcp4q…"
2019-09-10 21:42:02+00:00,RT @PurdueToday: Barrier-breaking Land O’Lakes Inc. leader @BethFordLOL to speak at @LifeAtPurdue. https://t.co/9XnkPbj36K https://t.co/SuU…
2019-09-06 14:39:28+00:00,"According to @ICPH, the number of public school students identified as homeless is rising. The majority (88%) live in cities, suburbs &amp; towns. But recently the highest growth rate for student homelessness has been in rural America. #RuralRealities https://t.co/MNpjjUJW8E"
2019-08-30 14:34:33+00:00,"College freshmen are heading to campus, but teens from rural areas are least likely to join them. One reason? Colleges don’t actively recruit from rural areas as those students may be less profitable @NPR finds. Let’s change the narrative. #RuralRealities https://t.co/KfZqf5rNt2"
2019-08-29 13:50:30+00:00,"RT @covercropgal: “Disruption is our opportunity and innovation is our advantage”

@BethFordLOL 
@LandOLakesInc https://t.co/yUTAku8AzM"
2019-08-27 23:50:57+00:00,@PoppyHarlowCNN So smart😂😂
2019-08-27 23:45:10+00:00,"RT @boomglobal: ""No-one calls you up to say 'the truck arrived - great job!' ... You get the call when things aren't working well."" Join bo…"
2019-08-23 13:45:35+00:00,Happy to hear the @1a podcast exploring urban and rural stories this week! https://t.co/JF6hyx6LHb
2019-08-23 13:45:08+00:00,University of New Hampshire research shows that 1/3 of rural counties are losing population. Yet some young people are doing the exact opposite — returning to or staying in their rural hometowns. #FridayFact
2019-08-20 02:05:26+00:00,"RT @LandOLakesInc: We've been named to the @FortuneMagazine 2019 #ChangetheWorld list -- and that's the second time in three years. 

The p…"
2019-08-20 02:05:11+00:00,RT @mattcars1: Thank you @FortuneMagazine for honoring @LandOLakesInc on the 2019 #ChangeTheWorld list. The innovative work of the @SUSTAIN…
